"Scenario","Year","Quantity","Value","Reference_value","Percent_change"
"Drop ATS",2004,"Total biomass",9933.70413603414,9973.58679104327,-0.399882768804372
"Drop ATS",2004,"Age-1 recruitment",6730.375271799,6566.0983939321,2.50189485461751
"Drop ATS",2004,"Fishing mortality",0.20460974105004,0.204084754120519,0.257239660935538
"Drop ATS",2005,"Spawning biomass",2649.53099348498,2661.48297546401,-0.449072268701767
"Drop ATS",2005,"Total biomass",8222.66125640784,8227.47339419666,-0.0584886460065714
"Drop ATS",2005,"Age-1 recruitment",4803.5703435369,4652.85254025238,3.2392559613837
"Drop ATS",2005,"Fishing mortality",0.19377840467925,0.194058638406898,-0.144406726723945
"Drop ATS",2006,"Spawning biomass",2438.46230095049,2435.75481035212,0.111156122400469
"Drop ATS",2006,"Total biomass",6974.41812252291,6946.60680039035,0.400358375415788
"Drop ATS",2006,"Age-1 recruitment",11739.118443813,11590.9403859681,1.27839547880273
"Drop ATS",2006,"Fishing mortality",0.238620997449457,0.238701434656303,-0.033697831335544
"Drop ATS",2007,"Spawning biomass",2016.17780649151,2003.04811548541,0.655485552473634
"Drop ATS",2007,"Total biomass",6418.78402145055,6366.18719013696,0.826190461302789
"Drop ATS",2007,"Age-1 recruitment",24886.518733351,25036.384447938,-0.598591681233485
"Drop ATS",2007,"Fishing mortality",0.255991931830886,0.256168429414185,-0.0688990379115961
"Drop ATS",2008,"Spawning biomass",1555.97252771862,1538.33435637908,1.14657592261409
"Drop ATS",2008,"Total biomass",5095.64104229961,5045.03950984578,1.0029957615808
"Drop ATS",2008,"Age-1 recruitment",13748.2142359575,13590.6800784302,1.15913373442851
"Drop ATS",2008,"Fishing mortality",0.278082411541085,0.278972260041632,-0.31897382930256
"Drop ATS",2009,"Spawning biomass",1648.6273882687,1629.00565520213,1.20452209628048
"Drop ATS",2009,"Total biomass",6060.64745018453,6013.19817972243,0.789085425823965
"Drop ATS",2009,"Age-1 recruitment",49657.8972230164,49683.6589781433,-0.051851565800054
"Drop ATS",2009,"Fishing mortality",0.265035654962715,0.266386687175334,-0.507169568774446
"Drop ATS",2010,"Spawning biomass",1680.64224009447,1665.02429159893,0.938001239641828
"Drop ATS",2010,"Total biomass",7976.90464467752,7935.48309294927,0.521978955068869
"Drop ATS",2010,"Age-1 recruitment",23225.1114718618,23227.9455101692,-0.0122009856882599
"Drop ATS",2010,"Fishing mortality",0.219765063867839,0.221648556767361,-0.849765469710873
"Drop ATS",2011,"Spawning biomass",2053.85581399805,2039.95268166221,0.681541903438321
"Drop ATS",2011,"Total biomass",8793.36827129816,8760.74784947201,0.372347456936728
"Drop ATS",2011,"Age-1 recruitment",14170.7633707629,14247.958464785,-0.541797579021086
"Drop ATS",2011,"Fishing mortality",0.297615436990016,0.300409046119624,-0.929935088737577
"Drop ATS",2012,"Spawning biomass",2498.84616787471,2487.27981059655,0.465020349897216
"Drop ATS",2012,"Total biomass",8918.05621911796,8893.49778610239,0.27613919299494
"Drop ATS",2012,"Age-1 recruitment",12345.9034910058,12316.7753550143,0.236491574717723
"Drop ATS",2012,"Fishing mortality",0.295973567297837,0.29833575168638,-0.791787231396446
"Drop ATS",2013,"Spawning biomass",2845.02243029708,2837.64044173251,0.2601453114359
"Drop ATS",2013,"Total biomass",9686.84620411113,9681.21176427506,0.0581997375252552
"Drop ATS",2013,"Age-1 recruitment",42797.5087621334,43507.8052051937,-1.63257245386276
"Drop ATS",2013,"Fishing mortality",0.279366121934589,0.281685168056364,-0.823275906849152
"Drop ATS",2014,"Spawning biomass",2798.19888059925,2795.47329179692,0.0975000838078666
"Drop ATS",2014,"Total biomass",10509.6133249521,10539.4879779937,-0.283454500863101
"Drop ATS",2014,"Age-1 recruitment",49574.7553388902,49730.0737830813,-0.312322971545409
"Drop ATS",2014,"Fishing mortality",0.263386099128595,0.265102621487941,-0.647493544089373
"Drop ATS",2015,"Spawning biomass",2602.41806757521,2610.64728217966,-0.315217404534929
"Drop ATS",2015,"Total biomass",11578.6983677011,11632.5625725174,-0.463046766182762
"Drop ATS",2015,"Age-1 recruitment",21991.433844287,21299.535346045,3.24842062045463
"Drop ATS",2015,"Fishing mortality",0.284839498986609,0.286921654613547,-0.725687864076274
"Drop ATS",2016,"Spawning biomass",2854.37069824194,2871.80017161916,-0.606918042190752
"Drop ATS",2016,"Total biomass",12610.2190864873,12665.1699955727,-0.433874232281517
"Drop ATS",2016,"Age-1 recruitment",8308.08009764209,8098.86567790033,2.5832558294262
"Drop ATS",2016,"Fishing mortality",0.211971945600068,0.213181425022754,-0.567347470614521
"Drop ATS",2017,"Spawning biomass",3308.27861822215,3321.04206866915,-0.384320649455561
"Drop ATS",2017,"Total biomass",11674.6372576872,11687.2778834389,-0.108157142131959
"Drop ATS",2017,"Age-1 recruitment",8299.58807390181,8186.02613667922,1.3872657541826
"Drop ATS",2017,"Fishing mortality",0.206340193321717,0.207661039712889,-0.636058835589937
"Drop ATS",2018,"Spawning biomass",3170.65449844736,3168.01136304127,0.0834320052299109
"Drop ATS",2018,"Total biomass",10165.2771053153,10138.762374199,0.261518419484075
"Drop ATS",2018,"Age-1 recruitment",17086.6134993845,17125.1008813844,-0.224742512563858
"Drop ATS",2018,"Fishing mortality",0.171406421871761,0.171544055520326,-0.0802322459657279
"Drop ATS",2019,"Spawning biomass",3096.8874888582,3080.37381258885,0.536093256015335
"Drop ATS",2019,"Total biomass",10938.3005003015,10871.0042646151,0.619043411705889
"Drop ATS",2019,"Age-1 recruitment",84275.5510659406,83582.6962387013,0.828945294203765
"Drop ATS",2019,"Fishing mortality",0.190537947223757,0.189741570120087,0.419716724788466
"Drop ATS",2020,"Spawning biomass",2398.44127419817,2380.96743353698,0.733896668012868
"Drop ATS",2020,"Total biomass",11680.3055761043,11508.5707103097,1.49223452779184
"Drop ATS",2020,"Age-1 recruitment",24866.7158292387,20796.3250684703,19.572644432932
"Drop ATS",2020,"Fishing mortality",0.249442038009087,0.247378045491171,0.834347491839016
"Drop ATS",2021,"Spawning biomass",2614.30642053781,2593.49603123074,0.80240683064392
"Drop ATS",2021,"Total biomass",11584.0056988782,11201.673460601,3.4131707161613
"Drop ATS",2021,"Age-1 recruitment",16873.7114083063,10865.1985369415,55.3005345547623
"Drop ATS",2021,"Fishing mortality",0.236079228925729,0.235153902099139,0.393498393320435
"Drop ATS",2022,"Spawning biomass",3650.46641077791,3569.87587806377,2.25751638059337
"Drop ATS",2022,"Total biomass",12948.1066886336,12210.5619148794,6.0402197613485
"Drop ATS",2022,"Age-1 recruitment",15640.8630302878,10564.0157533712,48.057929819884
"Drop ATS",2022,"Fishing mortality",0.165221781594685,0.168211640815917,-1.77743894936758
"Drop ATS",2023,"Spawning biomass",3686.89477906672,3486.1153651859,5.75940245368542
"Drop ATS",2023,"Total biomass",12106.0690672485,10880.7201206255,11.2616530251544
"Drop ATS",2023,"Age-1 recruitment",24638.814778354,14495.2388593378,69.9786738076538
"Drop ATS",2023,"Fishing mortality",0.159604717929179,0.168322377046655,-5.17914449072928
"Drop ATS",2024,"Spawning biomass",3939.64952439008,3526.27254278764,11.7227745895004
"Drop ATS",2024,"Total biomass",11484.3773012364,9624.30470407444,19.3268257225322
"Drop ATS",2024,"Age-1 recruitment",21204.1421453982,15784.6839550959,34.3336503012636
"Drop ATS",2024,"Fishing mortality",0.153041138541684,0.173146061770225,-11.6115394268807
"Drop AVO",1964,"Spawning biomass",1318.60479602765,1313.96044212048,0.353462232065005
"Drop AVO",1964,"Total biomass",4729.09741923228,4713.54127369633,0.330030960432248
"Drop AVO",1964,"Age-1 recruitment",5647.03369088024,5634.8318223981,0.216543614196985
"Drop AVO",1964,"Fishing mortality",0.0541101537525449,0.0543003112157484,-0.350195899334516
"Drop AVO",1965,"Spawning biomass",1347.11659854205,1342.64982205308,0.3326836540402
"Drop AVO",1965,"Total biomass",5103.71108262699,5088.60349549152,0.29689063313445
"Drop AVO",1965,"Age-1 recruitment",23316.5521611996,23293.2979372444,0.0998322522546724
"Drop AVO",1965,"Fishing mortality",0.0665771602950172,0.0667935992206836,-0.324041417428866
"Drop AVO",1966,"Spawning biomass",1369.59512820866,1365.25847006155,0.317643746016838
"Drop AVO",1966,"Total biomass",5324.473385649,5309.91119970155,0.274245376236526
"Drop AVO",1966,"Age-1 recruitment",15768.3893456021,15752.6324551867,0.100027030150307
"Drop AVO",1966,"Fishing mortality",0.0703973548623758,0.0706125818056261,-0.304799708135228
"Drop AVO",1967,"Spawning biomass",1479.53380808889,1475.26521737298,0.289343954269317
"Drop AVO",1967,"Total biomass",6063.8750869862,6049.7234273398,0.233922423336819
"Drop AVO",1967,"Age-1 recruitment",27124.9268102448,27115.2612370909,0.0356462475848751
"Drop AVO",1967,"Fishing mortality",0.133174227788243,0.133575669485216,-0.300535043934191
"Drop AVO",1968,"Spawning biomass",1644.70079714411,1640.4339595087,0.260104200518274
"Drop AVO",1968,"Total biomass",6708.91726134571,6695.09110460443,0.206511853614288
"Drop AVO",1968,"Age-1 recruitment",22393.0198199879,22388.337635434,0.0209134980459158
"Drop AVO",1968,"Fishing mortality",0.141741672704124,0.142129722798232,-0.273025294406015
"Drop AVO",1969,"Spawning biomass",1866.2863401105,1862.08336951357,0.225713341611655
"Drop AVO",1969,"Total biomass",7296.33097394452,7283.36789170734,0.17798197797938
"Drop AVO",1969,"Age-1 recruitment",26265.9338686287,26267.8500053566,-0.0072946081521974
"Drop AVO",1969,"Fishing mortality",0.151248123418397,0.151654026941367,-0.267651002189406
"Drop AVO",1970,"Spawning biomass",1978.58703186751,1974.74463999399,0.194576645288747
"Drop AVO",1970,"Total biomass",8000.73662128894,7988.66852048782,0.15106523408952
"Drop AVO",1970,"Age-1 recruitment",23323.8552917759,23326.6571303842,-0.0120113164638447
"Drop AVO",1970,"Fishing mortality",0.219168085940529,0.219763993845421,-0.271158115787973
"Drop AVO",1971,"Spawning biomass",2090.89279641533,2087.35341165386,0.169563272884599
"Drop AVO",1971,"Total biomass",7931.35362216309,7920.36876064456,0.138691288884352
"Drop AVO",1971,"Age-1 recruitment",13593.5331765839,13590.5333376988,0.0220730033953842
"Drop AVO",1971,"Fishing mortality",0.312717478244857,0.313574592371676,-0.273336599224039
"Drop AVO",1972,"Spawning biomass",1954.64931066951,1951.63936455024,0.154226553017334
"Drop AVO",1972,"Total biomass",7199.78099056297,7190.2652918406,0.132341413510439
"Drop AVO",1972,"Age-1 recruitment",10861.4179029874,10858.3652866725,0.0281130375914485
"Drop AVO",1972,"Fishing mortality",0.356385965711219,0.357311728032059,-0.259090941665652
"Drop AVO",1973,"Spawning biomass",1675.82252718529,1673.22923984101,0.154986972647575
"Drop AVO",1973,"Total biomass",6456.90747989056,6449.15204227572,0.120255152367266
"Drop AVO",1973,"Age-1 recruitment",26712.757587422,26722.9261033214,-0.0380516559454369
"Drop AVO",1973,"Fishing mortality",0.411480692229845,0.41256227980677,-0.262163467157417
"Drop AVO",1974,"Spawning biomass",1274.37177673318,1272.11051866407,0.177756416280839
"Drop AVO",1974,"Total biomass",5425.95097979383,5419.62722522438,0.116682463694451
"Drop AVO",1974,"Age-1 recruitment",19190.4976859771,19195.2134652431,-0.0245674749826952
"Drop AVO",1974,"Fishing mortality",0.44830856626945,0.449463192180217,-0.256889981394604
"Drop AVO",1975,"Spawning biomass",1180.62996674109,1178.60822635665,0.171536252609328
"Drop AVO",1975,"Total biomass",4654.39533023788,4649.41200847056,0.107181763161668
"Drop AVO",1975,"Age-1 recruitment",16290.5197559175,16293.7585534832,-0.0198775350397029
"Drop AVO",1975,"Fishing mortality",0.376543361740823,0.377370530876359,-0.2191928271705
"Drop AVO",1976,"Spawning biomass",1102.37665290141,1100.87232601873,0.136648623743274
"Drop AVO",1976,"Total biomass",4246.23486610362,4242.46894077309,0.0887673046780391
"Drop AVO",1976,"Age-1 recruitment",12774.4927951629,12775.3998160117,-0.00709974530616053
"Drop AVO",1976,"Fishing mortality",0.348341254941598,0.349003094290249,-0.189637100495355
"Drop AVO",1977,"Spawning biomass",1281.76542709075,1280.52260345231,0.097055970358495
"Drop AVO",1977,"Total biomass",3971.40244232606,3968.54654152988,0.0719633943131237
"Drop AVO",1977,"Age-1 recruitment",13803.4298561025,13803.6030717259,-0.00125485804326475
"Drop AVO",1977,"Fishing mortality",0.327383676657496,0.327913585889457,-0.161600267498374
"Drop AVO",1978,"Spawning biomass",1132.78125552763,1131.88130291186,0.0795094515165129
"Drop AVO",1978,"Total biomass",4233.93829450161,4231.78437061717,0.0508987154306473
"Drop AVO",1978,"Age-1 recruitment",26203.1391742197,26202.4122163677,0.00277439285361059
"Drop AVO",1978,"Fishing mortality",0.368033008258004,0.368543302645516,-0.138462531770089
"Drop AVO",1979,"Spawning biomass",1038.42902236737,1037.76216083048,0.064259573345482
"Drop AVO",1979,"Total biomass",5434.08955700482,5432.33191518452,0.0323551993459903
"Drop AVO",1979,"Age-1 recruitment",62006.4934264515,62002.8294759874,0.00590932784050313
"Drop AVO",1979,"Fishing mortality",0.385124799482739,0.385556905070987,-0.112073103234478
"Drop AVO",1980,"Spawning biomass",1229.73455867005,1229.18770992026,0.0444886281710577
"Drop AVO",1980,"Total biomass",6187.56833026731,6186.0951027763,0.0238151445546286
"Drop AVO",1980,"Age-1 recruitment",29641.4178590912,29638.7486038076,0.00900596485806648
"Drop AVO",1980,"Fishing mortality",0.352125041419665,0.35240668258246,-0.0799193592842307
"Drop AVO",1981,"Spawning biomass",1886.77270758724,1886.27720830621,0.0262686353226682
"Drop AVO",1981,"Total biomass",7701.90065008381,7700.53187308036,0.0177750969155621
"Drop AVO",1981,"Age-1 recruitment",33819.3775647245,33817.0595579556,0.00685454855984258
"Drop AVO",1981,"Fishing mortality",0.25011841630212,0.250245567974278,-0.0508107588824247
"Drop AVO",1982,"Spawning biomass",2628.91243083106,2628.41908545053,0.018769662085627
"Drop AVO",1982,"Total biomass",9297.35231568989,9295.94731590317,0.0151141109020037
"Drop AVO",1982,"Age-1 recruitment",18905.285820458,18903.016446215,0.0120053550683563
"Drop AVO",1982,"Fishing mortality",0.159388249690449,0.159440617420594,-0.0328446609102584
"Drop AVO",1983,"Spawning biomass",3536.29318234338,3535.74369929496,0.01554080541879
"Drop AVO",1983,"Total biomass",10648.20002679,10646.7822571834,0.0133164140338593
"Drop AVO",1983,"Age-1 recruitment",51939.6114659277,51935.4354176572,0.00804084578662767
"Drop AVO",1983,"Fishing mortality",0.131578524897626,0.131610401598134,-0.0242205024229336
"Drop AVO",1984,"Spawning biomass",3673.19925152625,3672.65287111075,0.0148769958576489
"Drop AVO",1984,"Total biomass",10381.4123264571,10380.0018958882,0.0135879606094624
"Drop AVO",1984,"Age-1 recruitment",14224.2940194135,14221.9210816994,0.0166850715904499
"Drop AVO",1984,"Fishing mortality",0.128644205986891,0.128668708456792,-0.0190430681983988
"Drop AVO",1985,"Spawning biomass",4201.07998898562,4200.48484101069,0.0141685542848657
"Drop AVO",1985,"Total biomass",12236.1081065182,12234.4637462911,0.0134403947829931
"Drop AVO",1985,"Age-1 recruitment",32622.4239600945,32618.1786249284,0.0130152428646779
"Drop AVO",1985,"Fishing mortality",0.130030441508709,0.130051995142995,-0.0165730900647643
"Drop AVO",1986,"Spawning biomass",4092.41146854581,4091.82607299569,0.0143064621925149
"Drop AVO",1986,"Total biomass",11067.3410483935,11065.7909060193,0.0140084191664114
"Drop AVO",1986,"Age-1 recruitment",12648.6677157588,12646.5349603173,0.0168643462278073
"Drop AVO",1986,"Fishing mortality",0.12168868435689,0.121707717262534,-0.0156382077258876
"Drop AVO",1987,"Spawning biomass",4112.28320598276,4111.67289570754,0.0148433567237038
"Drop AVO",1987,"Total biomass",10671.9043046405,10670.3298283546,0.0147556477749999
"Drop AVO",1987,"Age-1 recruitment",7216.53003603854,7215.04123067866,0.0206347450038891
"Drop AVO",1987,"Fishing mortality",0.090956187664226,0.0909700236778761,-0.0152094207417686
"Drop AVO",1988,"Spawning biomass",3872.34710324147,3871.73405333278,0.01583398808509
"Drop AVO",1988,"Total biomass",9609.46950844561,9607.96423637365,0.0156669200147341
"Drop AVO",1988,"Age-1 recruitment",5597.75193692483,5596.45361579713,0.0231989973799474
"Drop AVO",1988,"Fishing mortality",0.128316940832851,0.128334850047685,-0.0139550674093436
"Drop AVO",1989,"Spawning biomass",3350.23841181058,3349.64715467594,0.0176513258660638
"Drop AVO",1989,"Total biomass",8175.39660891153,8173.98573060106,0.0172605917965418
"Drop AVO",1989,"Age-1 recruitment",11778.6147540296,11776.1136273517,0.0212389822057402
"Drop AVO",1989,"Fishing mortality",0.135665993071842,0.135686822167975,-0.0153508614916364
"Drop AVO",1990,"Spawning biomass",2840.36383243706,2839.7756115145,0.0207136409009268
"Drop AVO",1990,"Total biomass",7821.65078847464,7820.11459556172,0.0196441227830135
"Drop AVO",1990,"Age-1 recruitment",50248.1232143842,50239.4817233119,0.0172005975696221
"Drop AVO",1990,"Fishing mortality",0.20721721675865,0.207252815389894,-0.0171764283046105
"Drop AVO",1991,"Spawning biomass",2290.63554293885,2290.05047302166,0.0255483415793289
"Drop AVO",1991,"Total biomass",8916.24819776696,8914.29766156307,0.0218809857820634
"Drop AVO",1991,"Age-1 recruitment",27215.7947212376,27208.9033345696,0.025327689922916
"Drop AVO",1991,"Fishing mortality",0.24949667986284,0.249554833560426,-0.0233029738420099
"Drop AVO",1992,"Spawning biomass",2172.02809718589,2171.41522840618,0.028224393551679
"Drop AVO",1992,"Total biomass",9821.86547032318,9819.51557580279,0.0239308599517152
"Drop AVO",1992,"Age-1 recruitment",23538.0851088248,23530.4983651714,0.0322421715667875
"Drop AVO",1992,"Fishing mortality",0.333867723893809,0.33396449744281,-0.0289771966008878
"Drop AVO",1993,"Spawning biomass",2843.14482224966,2842.34302871011,0.0282088942624714
"Drop AVO",1993,"Total biomass",10423.6658130295,10420.8974712639,0.0265652912642134
"Drop AVO",1993,"Age-1 recruitment",45939.9314055371,45925.737105197,0.0309070713608195
"Drop AVO",1993,"Fishing mortality",0.215681833216412,0.215755082568009,-0.0339502322380336
"Drop AVO",1994,"Spawning biomass",3302.20638516654,3301.20258303486,0.0304071654628535
"Drop AVO",1994,"Total biomass",10620.887327724,10617.7321693179,0.0297159351526188
"Drop AVO",1994,"Age-1 recruitment",15830.9427375346,15825.9383868913,0.0316211937705368
"Drop AVO",1994,"Fishing mortality",0.169088344892164,0.16914743317745,-0.0349330073628917
"Drop AVO",1995,"Spawning biomass",3530.12270905785,3528.91685789726,0.0341705744041798
"Drop AVO",1995,"Total biomass",8879.72907810772,8876.82056020935,0.0327653113933124
"Drop AVO",1995,"Age-1 recruitment",11097.517766465,11094.2620374502,0.0293460619897878
"Drop AVO",1995,"Fishing mortality",0.167202888846864,0.167263725114407,-0.0363714651827052
"Drop AVO",1996,"Spawning biomass",3466.84661181882,3465.53898744885,0.0377322077377285
"Drop AVO",1996,"Total biomass",9271.24238676481,9267.98562905818,0.0351398657375768
"Drop AVO",1996,"Age-1 recruitment",22583.0849308358,22577.658010365,0.024036684709916
"Drop AVO",1996,"Fishing mortality",0.195536462243858,0.195617850248373,-0.041605612377249
"Drop AVO",1997,"Spawning biomass",3370.90131131614,3369.53286749173,0.040612271143492
"Drop AVO",1997,"Total biomass",8657.35920115939,8654.17725017381,0.036767804652027
"Drop AVO",1997,"Age-1 recruitment",30239.8627982227,30234.0197975292,0.0193259140948365
"Drop AVO",1997,"Fishing mortality",0.198793154131694,0.198886480534429,-0.0469244578535921
"Drop AVO",1998,"Spawning biomass",2865.26767707567,2864.03816096318,0.042929459853136
"Drop AVO",1998,"Total biomass",8812.97321131145,8809.66289016045,0.0375760252380841
"Drop AVO",1998,"Age-1 recruitment",14878.4023394066,14874.188337645,0.0283309695015443
"Drop AVO",1998,"Fishing mortality",0.168092051491166,0.168176666785922,-0.0503133379750498
"Drop AVO",1999,"Spawning biomass",2986.01772110686,2984.76099943692,0.0421045996707337
"Drop AVO",1999,"Total biomass",8876.27841760872,8872.90900676027,0.0379741395508226
"Drop AVO",1999,"Age-1 recruitment",16136.5171373821,16129.311930025,0.0446715110248741
"Drop AVO",1999,"Fishing mortality",0.135507205809998,0.135576051035732,-0.0507797838982249
"Drop AVO",2000,"Spawning biomass",2873.23784764131,2872.05009426534,0.0413555939826837
"Drop AVO",2000,"Total biomass",9196.48505991668,9192.93324855298,0.0386363227891762
"Drop AVO",2000,"Age-1 recruitment",24693.6008947192,24679.909979727,0.055473925972227
"Drop AVO",2000,"Fishing mortality",0.151801810402314,0.151869528935707,-0.044589941028883
"Drop AVO",2001,"Spawning biomass",2912.3296750243,2911.08758517124,0.042667553507747
"Drop AVO",2001,"Total biomass",9057.89442070156,9053.99415323545,0.0430778659683106
"Drop AVO",2001,"Age-1 recruitment",34487.9104479298,34466.484729209,0.062163922108982
"Drop AVO",2001,"Fishing mortality",0.175886169711634,0.175950725817317,-0.0366898774544988
"Drop AVO",2002,"Spawning biomass",2707.48627618487,2706.15981938083,0.0490162034976427
"Drop AVO",2002,"Total biomass",9505.56403608685,9500.67173584833,0.0514942561382847
"Drop AVO",2002,"Age-1 recruitment",23059.712878612,23035.815664057,0.103739389581103
"Drop AVO",2002,"Fishing mortality",0.207623921335627,0.207705372256696,-0.0392146434074703
"Drop AVO",2003,"Spawning biomass",2734.02369088583,2732.41499367157,0.0588745566828974
"Drop AVO",2003,"Total biomass",10797.7224988441,10790.714143623,0.0649480203794406
"Drop AVO",2003,"Age-1 recruitment",14433.0372286185,14406.9360851054,0.181170676117137
"Drop AVO",2003,"Fishing mortality",0.224147220401671,0.22424226884155,-0.0423864958065678
"Drop AVO",2004,"Spawning biomass",3025.71375786884,3023.51712412367,0.0726516058946691
"Drop AVO",2004,"Total biomass",9981.77806431453,9973.58679104327,0.0821296635089785
"Drop AVO",2004,"Age-1 recruitment",6585.52386210883,6566.0983939321,0.295844914457666
"Drop AVO",2004,"Fishing mortality",0.20398239071577,0.204084754120519,-0.050157301161724
"Drop AVO",2005,"Spawning biomass",2664.03953204078,2661.48297546401,0.0960575964732868
"Drop AVO",2005,"Total biomass",8236.27128389065,8227.47339419666,0.10693306769245
"Drop AVO",2005,"Age-1 recruitment",4668.60535948832,4652.85254025238,0.338562615076743
"Drop AVO",2005,"Fishing mortality",0.19390828930627,0.194058638406898,-0.0774761184881068
"Drop AVO",2006,"Spawning biomass",2439.18281821132,2435.75481035212,0.140736984060719
"Drop AVO",2006,"Total biomass",6956.43367521611,6946.60680039035,0.141462948863169
"Drop AVO",2006,"Age-1 recruitment",11627.2593561038,11590.9403859681,0.313339288499348
"Drop AVO",2006,"Fishing mortality",0.238272440597259,0.238701434656303,-0.179719933255573
"Drop AVO",2007,"Spawning biomass",2007.64796463794,2003.04811548541,0.229642469243352
"Drop AVO",2007,"Total biomass",6379.96569537067,6366.18719013696,0.216432612208783
"Drop AVO",2007,"Age-1 recruitment",25090.4970810448,25036.384447938,0.216135972905018
"Drop AVO",2007,"Fishing mortality",0.255233989341503,0.256168429414185,-0.364775657491967
"Drop AVO",2008,"Spawning biomass",1543.79718223439,1538.33435637908,0.35511303720559
"Drop AVO",2008,"Total biomass",5060.24501857969,5045.03950984578,0.301395235938839
"Drop AVO",2008,"Age-1 recruitment",13586.5770228982,13590.6800784302,-0.0301902149732802
"Drop AVO",2008,"Fishing mortality",0.278035455237665,0.278972260041632,-0.335805719116178
"Drop AVO",2009,"Spawning biomass",1635.41592926268,1629.00565520213,0.393508398211084
"Drop AVO",2009,"Total biomass",6028.69879136145,6013.19817972243,0.257776497227269
"Drop AVO",2009,"Age-1 recruitment",49495.2439251372,49683.6589781433,-0.379229422472827
"Drop AVO",2009,"Fishing mortality",0.265656692334838,0.266386687175334,-0.274035781681325
"Drop AVO",2010,"Spawning biomass",1670.7855680232,1665.02429159893,0.346017559824374
"Drop AVO",2010,"Total biomass",7943.35725130834,7935.48309294927,0.0992272085623469
"Drop AVO",2010,"Age-1 recruitment",23116.7043369529,23227.9455101692,-0.478910944437938
"Drop AVO",2010,"Fishing mortality",0.220793480290279,0.221648556767361,-0.385780304438854
"Drop AVO",2011,"Spawning biomass",2043.35414708131,2039.95268166221,0.166742368569928
"Drop AVO",2011,"Total biomass",8756.96934449508,8760.74784947201,-0.0431299364146431
"Drop AVO",2011,"Age-1 recruitment",14170.3598981528,14247.958464785,-0.544629371457039
"Drop AVO",2011,"Fishing mortality",0.299476886805134,0.300409046119624,-0.310296685978795
"Drop AVO",2012,"Spawning biomass",2485.09289613163,2487.27981059655,-0.0879239422763578
"Drop AVO",2012,"Total biomass",8877.17100955139,8893.49778610239,-0.183581049252757
"Drop AVO",2012,"Age-1 recruitment",12258.9950291792,12316.7753550143,-0.46911893876217
"Drop AVO",2012,"Fishing mortality",0.298051081097914,0.29833575168638,-0.0954195354922582
"Drop AVO",2013,"Spawning biomass",2829.09379780257,2837.64044173251,-0.301188403021257
"Drop AVO",2013,"Total biomass",9650.5350038311,9681.21176427506,-0.316869015892862
"Drop AVO",2013,"Age-1 recruitment",43432.0263403687,43507.8052051937,-0.17417303508549
"Drop AVO",2013,"Fishing mortality",0.281660137738824,0.281685168056364,-0.00888591959348206
"Drop AVO",2014,"Spawning biomass",2782.59522429802,2795.47329179692,-0.460675748063588
"Drop AVO",2014,"Total biomass",10502.9306196079,10539.4879779937,-0.346860857587206
"Drop AVO",2014,"Age-1 recruitment",49811.9261931639,49730.0737830813,0.164593381541445
"Drop AVO",2014,"Fishing mortality",0.265600431140572,0.265102621487941,0.187779981139546
"Drop AVO",2015,"Spawning biomass",2598.3618933642,2610.64728217966,-0.470587846137582
"Drop AVO",2015,"Total biomass",11598.1456907092,11632.5625725174,-0.295866724065685
"Drop AVO",2015,"Age-1 recruitment",21398.7201618307,21299.535346045,0.465666570534018
"Drop AVO",2015,"Fishing mortality",0.286175092810728,0.286921654613547,-0.260197092416903
"Drop AVO",2016,"Spawning biomass",2863.79668872609,2871.80017161916,-0.278692193564489
"Drop AVO",2016,"Total biomass",12648.835647119,12665.1699955727,-0.128970621471947
"Drop AVO",2016,"Age-1 recruitment",8159.72399582776,8098.86567790033,0.751442490193366
"Drop AVO",2016,"Fishing mortality",0.212959118167923,0.213181425022754,-0.104280593305683
"Drop AVO",2017,"Spawning biomass",3318.03455826113,3321.04206866915,-0.0905592385112897
"Drop AVO",2017,"Total biomass",11690.5222641061,11687.2778834389,0.0277599343456503
"Drop AVO",2017,"Age-1 recruitment",8295.34094523964,8186.02613667922,1.33538308741297
"Drop AVO",2017,"Fishing mortality",0.208046688128012,0.207661039712889,0.185710528877325
"Drop AVO",2018,"Spawning biomass",3168.93640648386,3168.01136304127,0.0291994988837585
"Drop AVO",2018,"Total biomass",10158.6316779495,10138.762374199,0.195973660463911
"Drop AVO",2018,"Age-1 recruitment",17413.4518589075,17125.1008813844,1.68379140958288
"Drop AVO",2018,"Fishing mortality",0.172577294748287,0.171544055520326,0.602317127706375
"Drop AVO",2019,"Spawning biomass",3084.95638412188,3080.37381258885,0.148766734553529
"Drop AVO",2019,"Total biomass",10950.6066395412,10871.0042646151,0.732244905700274
"Drop AVO",2019,"Age-1 recruitment",85788.9589021974,83582.6962387013,2.63961652684102
"Drop AVO",2019,"Fishing mortality",0.190558834019751,0.189741570120087,0.430724747954425
"Drop AVO",2020,"Spawning biomass",2391.26371237044,2380.96743353698,0.432440977076864
"Drop AVO",2020,"Total biomass",11674.3941518385,11508.5707103097,1.44086912009183
"Drop AVO",2020,"Age-1 recruitment",21796.9041505557,20796.3250684703,4.8113264184469
"Drop AVO",2020,"Fishing mortality",0.248392196423437,0.247378045491171,0.409959958351003
"Drop AVO",2021,"Spawning biomass",2629.6941374255,2593.49603123074,1.39572629990046
